Id,Label,house,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
Osfryd-Kettleblack,Osfryd Kettleblack,Other,3,25,7,0.313115,0.331102,0,0.01172,0.01172,0.000536,0,10,12,1,3,0.045426
Osha,Osha,Other,9,117,6,0.321993,0.345325,69.309095,0.020247,0.020247,0.001413,0,1,13,0.694444,25,0.083668
Osmund-Kettleblack,Osmund Kettleblack,Other,18,218,7,0.347921,0.379572,211.674134,0.068853,0.068853,0.002347,0,10,11,0.470588,72,0.267273
Osney-Kettleblack,Osney Kettleblack,Other,11,85,6,0.336722,0.359371,154.158675,0.030305,0.030305,0.001547,0,10,12,0.436364,24,0.118441
Oswell-Kettleblack,Oswell Kettleblack,Other,2,9,7,0.304948,0.323303,0,0.012556,0.012556,0.000422,0,10,10,1,1,0.048717
Oswell-Whent,Oswell Whent,Other,3,9,7,0.255299,0.265211,378.797315,0.001006,0.001006,0.000864,0,5,14,0.666667,2,0.004229
Othell-Yarwyck,Othell Yarwyck,Other,11,81,6,0.314353,0.339392,23.071213,0.013664,0.013664,0.001642,0,11,6,0.509091,28,0.062707
Othor,Othor,Other,1,5,6,0.308259,0.327966,0,0.005045,0.005045,0.00033,0,11,6,0,0,0.022418
Ottyn-Wythers,Ottyn Wythers,Other,4,15,6,0.314727,0.336834,5.638828,0.008437,0.008437,0.000756,0,11,6,0.833333,5,0.038729
Owen,Owen,Other,10,55,6,0.339309,0.361153,253.948749,0.015816,0.015816,0.001526,0,11,6,0.511111,23,0.069929
Owen-Merryweather,Owen Merryweather,Other,1,3,7,0.268219,0.279949,0,0.002361,0.002361,0.000338,0,10,14,0,0,0.009222
Oznak-zo-Pahl,Oznak zo Pahl,Other,2,12,7,0.277293,0.295211,0,0.002569,0.002569,0.000474,0,6,14,1,1,0.012361
Palla,Palla,Other,2,6,7,0.298423,0.315421,0,0.005238,0.005238,0.00049,0,1,7,1,1,0.022147
Patchface,Patchface,Other,4,23,6,0.309459,0.328029,0,0.00919,0.00919,0.00073,0,2,8,1,6,0.038041
Pate-(novice),Pate (novice),Other,7,47,7,0.215097,0.227966,3169.25,0.000174,0.000174,0.002227,0,14,6,0.238095,5,0.00191
Pate-(Old),Pate (Old),Other,1,4,7,0.301479,0.318775,0,0.006041,0.006041,0.000325,0,0,0,0,0,0.024132
Pate-(whipping-boy),Pate (whipping boy),Other,1,4,7,0.277875,0.29171,0,0.0041,0.0041,0.000299,0,10,12,0,0,0.01581
Patrek-of-Kings-Mountain,Patrek of Kings Mountain,Other,4,20,6,0.310304,0.331908,0.333333,0.006482,0.006482,0.000813,0,2,8,0.833333,5,0.029201
Paxter-Redwyne,Paxter Redwyne,Other,6,34,6,0.338875,0.360419,243.911571,0.022909,0.022909,0.000935,0,10,17,0.266667,4,0.091332
Penny,Penny,Other,7,92,7,0.33601,0.358817,88.076718,0.013779,0.013779,0.001256,0,10,2,0.52381,11,0.057826
Perwyn-Frey,Perwyn Frey,Frey,2,9,6,0.307901,0.323543,0,0.006577,0.006577,0.000487,0,1,3,1,1,0.026453
Petyr-Baelish,Petyr Baelish,Other,47,733,6,0.402124,0.448344,8173.981409,0.152962,0.152962,0.006531,0,10,10,0.252544,273,0.602346
Petyr-Frey,Petyr Frey,Frey,2,8,7,0.265354,0.277706,0.333333,0.002982,0.002982,0.00045,0,9,3,0,0,0.011869
Pia,Pia,Other,4,22,7,0.333613,0.356071,41.298625,0.019018,0.019018,0.00077,0,9,2,0.5,3,0.07488
Podrick-Payne,Podrick Payne,Other,11,159,7,0.336864,0.36389,1070.096438,0.035716,0.035716,0.001922,0,9,17,0.309091,17,0.139883
Polliver,Polliver,Other,14,151,7,0.33715,0.364624,28.271485,0.053896,0.053896,0.001757,0,0,5,0.846154,77,0.208372
Pono,Pono,Other,4,14,7,0.282215,0.301794,15.289637,0.004337,0.004337,0.000747,0,6,14,0.5,3,0.020583
Porridge,Porridge,Other,3,14,7,0.268128,0.283115,0,0.00224,0.00224,0.000664,0,2,8,1,3,0.009865
Porther,Porther,Other,1,4,7,0.313239,0.327287,0,0.006707,0.006707,0.00032,0,10,18,0,0,0.026539
Poxy-Tym,Poxy Tym,Other,1,3,6,0.295319,0.309727,0,0.004288,0.004288,0.00032,0,1,13,0,0,0.017459
Praed,Praed,Other,1,3,7,0.301479,0.318775,0,0.006041,0.006041,0.000325,0,0,0,0,0,0.024132
Prendahl-na-Ghezn,Prendahl na Ghezn,Other,2,9,8,0.230168,0.242335,0,0.000406,0.000406,0.000563,0,6,14,1,1,0.002529
Preston-Greenfield,Preston Greenfield,Other,2,6,7,0.329056,0.349404,0,0.017054,0.017054,0.000433,0,10,2,1,1,0.067077
Puckens,Puckens,Other,2,6,7,0.27585,0.289299,794,0.0039,0.0039,0.000728,0,10,10,0,0,0.015057
Pyat-Pree,Pyat Pree,Other,2,24,7,0.277293,0.295211,0,0.002406,0.002406,0.000537,0,6,14,1,1,0.011335
Pycelle,Pycelle,Other,27,357,6,0.380383,0.416583,2337.571248,0.111323,0.111323,0.003698,0,10,10,0.435897,153,0.436059
Pyg,Pyg,Other,4,22,7,0.281117,0.298607,0.9,0.005939,0.005939,0.000761,0,9,17,0.666667,4,0.023386
Pylos,Pylos,Other,6,77,6,0.310183,0.330126,1.233333,0.010986,0.010986,0.001054,0,2,8,0.733333,11,0.045473
Pypar,Pypar,Other,16,232,6,0.315226,0.344298,73.994883,0.015819,0.015819,0.002334,0,11,6,0.433333,52,0.075161
Qarl-the-Maid,Qarl the Maid,Other,3,16,7,0.260741,0.272947,0,0.000872,0.000872,0.000819,0,7,7,1,3,0.004366
Qavo-Nogarys,Qavo Nogarys,Other,3,16,7,0.335443,0.356301,9.083551,0.011513,0.011513,0.000608,0,16,14,0.666667,2,0.047568
Qezza,Qezza,Other,5,21,7,0.278264,0.298565,33.591875,0.002856,0.002856,0.001162,0,6,14,0.3,3,0.014222
Qhorin-Halfhand,Qhorin Halfhand,Other,14,166,6,0.317365,0.344759,888.287759,0.013992,0.013992,0.002404,0,11,6,0.32967,30,0.065453
Qotho,Qotho,Other,7,68,7,0.282015,0.302633,9.377124,0.004328,0.004328,0.001227,0,6,14,0.666667,14,0.021587
Quaithe,Quaithe,Other,1,11,7,0.277197,0.294582,0,0.002206,0.002206,0.00034,0,6,14,0,0,0.010346
Quaro,Quaro,Other,5,21,7,0.277972,0.297832,0.45,0.003385,0.003385,0.000897,0,6,14,0.8,8,0.017136
Quellon-Greyjoy,Quellon Greyjoy,Greyjoy,2,7,8,0.25071,0.263527,0,0.000565,0.000565,0.000616,0,7,7,1,1,0.003313
Quentyn-Martell,Quentyn Martell,Martell,19,246,7,0.297753,0.329677,3582.125519,0.010234,0.010234,0.00356,0,6,14,0.192982,33,0.047981
Quhuru-Mo,Quhuru Mo,Other,2,8,7,0.260912,0.278023,0,0.001614,0.001614,0.000562,0,11,6,1,1,0.00797
Quill,Quill,Other,1,4,8,0.17706,0.183434,0,0.000006,0.000006,0.000459,0,14,6,0,0,0.000229
Qyburn,Qyburn,Other,18,127,6,0.35349,0.383459,536.836756,0.056994,0.056994,0.00252,0,10,15,0.300654,46,0.222507
Rafford,Rafford,Other,13,171,7,0.340034,0.368398,14.679041,0.053854,0.053854,0.001646,0,0,5,0.948718,74,0.208407
Ragwyle,Ragwyle,Other,1,3,7,0.240982,0.25201,0,0.00049,0.00049,0.000334,0,11,6,0,0,0.002593
Rakharo,Rakharo,Other,10,85,7,0.282616,0.305148,10.172526,0.005617,0.005617,0.001569,0,6,14,0.666667,30,0.029218
Ralf-(Limper),Ralf (Limper),Other,1,7,8,0.250315,0.262311,0,0.000329,0.000329,0.00041,0,7,7,0,0,0.001965
Ralf-Stonehouse,Ralf Stonehouse,Other,2,6,8,0.250394,0.26294,0,0.000351,0.000351,0.000645,0,7,7,1,1,0.002248
Ramsay-Snow,Ramsay Snow,Bolton,23,241,6,0.366359,0.399706,5274.789036,0.047204,0.047204,0.003954,0,1,7,0.229249,58,0.193221
Randyll-Tarly,Randyll Tarly,Tarly,13,67,5,0.347921,0.373732,1411.68223,0.031257,0.031257,0.002077,0,9,17,0.25641,20,0.125067
Rast,Rast,Other,6,26,6,0.312009,0.335325,7.347421,0.00909,0.00909,0.001024,0,11,6,0.8,12,0.041968
Rattleshirt,Rattleshirt,Other,11,129,6,0.312992,0.33847,26.097926,0.010943,0.010943,0.001809,0,11,6,0.563636,31,0.051337
Ravella-Swann,Ravella Swann,Other,1,7,7,0.301479,0.318775,0,0.006041,0.006041,0.000325,0,0,0,0,0,0.024132
Raymun-Darry,Raymun Darry,Other,2,12,6,0.325553,0.33935,0,0.013509,0.013509,0.000435,0,10,18,1,1,0.053449
Raymun-Redbeard,Raymun Redbeard,Other,1,3,7,0.235835,0.244927,0,0.000177,0.000177,0.000515,0,11,6,0,0,0.000907
Raynald-Westerling,Raynald Westerling,Other,3,16,6,0.312746,0.331111,10.14697,0.012443,0.012443,0.000656,0,1,3,0.666667,2,0.049678
Raynard,Raynard,Other,2,7,7,0.312869,0.330264,794,0.008261,0.008261,0.000729,0,17,12,0,0,0.032212
Red-Oarsman,Red Oarsman,Other,3,12,7,0.261255,0.274205,1586,0.001042,0.001042,0.000993,0,7,7,0.333333,1,0.005201
Reek,Reek,Other,2,7,6,0.299887,0.315786,0,0.00594,0.00594,0.000466,0,1,13,1,1,0.024399
Renly-Baratheon,Renly Baratheon,Baratheon,38,639,6,0.398097,0.439811,5972.535299,0.130553,0.130553,0.005541,0,10,4,0.28734,202,0.514936
Rennifer-Longwaters,Rennifer Longwaters,Other,2,6,7,0.311642,0.329572,794,0.00793,0.00793,0.000749,0,9,11,0,0,0.031078
Reznak-mo-Reznak,Reznak mo Reznak,Other,5,49,7,0.290252,0.311479,0,0.006528,0.006528,0.000896,0,6,14,1,10,0.02939
Rhaegar-Frey,Rhaegar Frey,Frey,2,6,7,0.262723,0.274498,199.499673,0.001372,0.001372,0.000576,0,2,8,0,0,0.005841
Rhaegar-Targaryen,Rhaegar Targaryen,Targaryen,18,202,6,0.368056,0.398512,2474.966144,0.05746,0.05746,0.00271,0,10,14,0.359477,55,0.229392
Rhaegel-Targaryen,Rhaegel Targaryen,Targaryen,1,5,7,0.277197,0.294582,0,0.002206,0.002206,0.00034,0,6,14,0,0,0.010346
Rhaego,Rhaego,Other,1,5,7,0.249138,0.259081,0,0.000517,0.000517,0.000331,0,6,14,0,0,0.00277
Rhaella-Targaryen,Rhaella Targaryen,Targaryen,2,6,7,0.275087,0.287727,0,0.003068,0.003068,0.000444,0,6,14,1,1,0.012586
Rhaenys-Targaryen,Rhaenys Targaryen,Targaryen,2,7,7,0.265797,0.275903,0,0.000928,0.000928,0.000621,0,6,0,1,1,0.00399
Rhaenys-Targaryen-(daughter-of-Rhaegar),Rhaenys Targaryen (daughter of Rhaegar),Targaryen,1,4,8,0.255053,0.265752,0,0.000864,0.000864,0.000333,0,16,14,0,0,0.003703
Ricasso,Ricasso,Other,2,7,8,0.228186,0.239412,794,0.000431,0.000431,0.0008,0,15,1,0,0,0.00212
Richard-Horpe,Richard Horpe,Other,2,10,6,0.30802,0.324885,0,0.006659,0.006659,0.000498,0,7,7,1,1,0.027202
Rickard-Karstark,Rickard Karstark,Other,12,89,6,0.346556,0.372977,289.243213,0.041517,0.041517,0.001811,0,1,3,0.484848,32,0.165639
Rickard-Stark,Rickard Stark,Stark,2,7,6,0.296531,0.311614,2.043626,0.005356,0.005356,0.000457,0,1,14,0,0,0.021673
Rickon-Stark,Rickon Stark,Stark,17,345,6,0.39124,0.423417,625.243557,0.063339,0.063339,0.002443,0,1,13,0.551471,75,0.256687
Robar-Royce,Robar Royce,Other,3,13,7,0.307425,0.326867,15.850986,0.01054,0.01054,0.000625,0,9,17,0.666667,2,0.041576
Robb-Stark,Robb Stark,Stark,74,1424,5,0.444134,0.49392,20978.432536,0.173192,0.173192,0.011081,0,1,3,0.141429,382,0.693214
Robert-Arryn,Robert Arryn,Arryn,20,151,7,0.340909,0.372947,3540.894984,0.041726,0.041726,0.003244,0,10,10,0.242105,46,0.164449
Robert-Baratheon,Robert Baratheon,Baratheon,65,1488,5,0.459272,0.499769,24689.83257,0.194375,0.194375,0.008779,0,10,16,0.201923,420,0.774328
Robert-Strong,Robert Strong,Other,4,14,6,0.317619,0.336017,9.657085,0.014398,0.014398,0.000674,0,10,17,0.5,3,0.056076
Robett-Glover,Robett Glover,Other,7,24,6,0.316229,0.337631,157.914524,0.011914,0.011914,0.001178,0,2,0,0.190476,4,0.048635
Robin-Flint,Robin Flint,Other,3,9,6,0.30814,0.324382,0,0.007799,0.007799,0.000621,0,1,3,1,3,0.031435
Robin-Ryger,Robin Ryger,Other,2,12,7,0.319277,0.340012,0,0.014075,0.014075,0.000445,0,9,3,1,1,0.055364
Rodrik-Cassel,Rodrik Cassel,Cassel,30,253,6,0.403144,0.440671,3491.346696,0.093605,0.093605,0.004419,0,1,13,0.310345,135,0.375738
Rodrik-Harlaw,Rodrik Harlaw,Other,7,30,7,0.269127,0.286092,672.891489,0.001437,0.001437,0.001777,0,7,7,0.428571,9,0.008016
Rodrik-Sparr,Rodrik Sparr,Other,2,11,8,0.263594,0.276797,0,0.000741,0.000741,0.0006,0,7,7,1,1,0.003835
Roger-Ryswell,Roger Ryswell,Other,2,8,7,0.297641,0.31431,0,0.004156,0.004156,0.000496,0,1,15,1,1,0.017638
Rolfe-the-Dwarf,Rolfe the Dwarf,Other,1,3,7,0.260314,0.271165,0,0.000805,0.000805,0.000367,0,7,7,0,0,0.003745
Rollam-Westerling,Rollam Westerling,Other,2,7,6,0.307782,0.323333,0,0.006496,0.006496,0.000501,0,1,3,1,1,0.026085
Rolly-Duckfield,Rolly Duckfield,Other,8,101,7,0.326087,0.347412,4.254151,0.013466,0.013466,0.001308,0,16,14,0.821429,23,0.055094
Rolph-Spicer,Rolph Spicer,Other,1,5,6,0.307663,0.322704,0,0.006061,0.006061,0.000316,0,1,3,0,0,0.024296
Ronnet-Connington,Ronnet Connington,Other,2,7,7,0.312132,0.330201,0,0.010498,0.010498,0.000438,0,9,17,1,1,0.040861
Roone,Roone,Other,4,20,7,0.214633,0.225136,0.25,0.000174,0.000174,0.001034,0,14,6,0.833333,5,0.001616
Roose-Bolton,Roose Bolton,Bolton,28,232,6,0.392012,0.429308,1753.615171,0.090199,0.090199,0.00396,0,1,15,0.328042,124,0.359059
Roose-Ryswell,Roose Ryswell,Other,1,3,6,0.307901,0.324256,0,0.006371,0.006371,0.000319,0,2,8,0,0,0.025882
Rorge,Rorge,Other,9,77,7,0.326087,0.35106,131.884845,0.01882,0.01882,0.001449,0,0,0,0.388889,14,0.075124
Rory,Rory,Other,2,10,6,0.308618,0.329015,0,0.005295,0.005295,0.000484,0,11,6,1,1,0.023847
Rosey,Rosey,Other,1,9,8,0.17706,0.183434,0,0.000006,0.000006,0.000459,0,14,6,0,0,0.000229
Roslin-Frey,Roslin Frey,Frey,5,43,6,0.314602,0.334633,0,0.017271,0.017271,0.00082,0,1,3,1,10,0.068679
Rossart,Rossart,Other,1,4,7,0.268219,0.279949,0,0.002361,0.002361,0.000338,0,10,14,0,0,0.009222
Rowan,Rowan,Other,5,27,6,0.308618,0.328197,18.186857,0.007178,0.007178,0.000943,0,1,7,0.7,7,0.030948
Rugen,Rugen,Other,1,3,8,0.237668,0.245722,0,0.000278,0.000278,0.000507,0,9,11,0,0,0.001143
Rus,Rus,Other,1,5,8,0.238452,0.248561,0,0.000249,0.000249,0.000409,0,7,7,0,0,0.001412
Ryk,Ryk,Other,4,29,6,0.308978,0.330482,0,0.006209,0.006209,0.000778,0,11,6,1,6,0.028751
Ryman-Frey,Ryman Frey,Frey,12,64,6,0.330012,0.356017,322.164937,0.030268,0.030268,0.001904,0,9,3,0.363636,24,0.12005
Salladhor-Saan,Salladhor Saan,Other,5,74,6,0.314478,0.333857,3.012517,0.010264,0.010264,0.00093,0,2,8,0.8,8,0.042928
Sallor,Sallor,Other,2,9,8,0.230168,0.242335,0,0.000406,0.000406,0.000563,0,6,14,1,1,0.002529
Samwell-Tarly,Samwell Tarly,Tarly,44,934,6,0.352706,0.399979,13087.355868,0.044519,0.044519,0.006976,0,11,6,0.14482,137,0.198782
Sandor-Clegane,Sandor Clegane,Clegane,36,528,6,0.382212,0.42304,2786.293678,0.122853,0.122853,0.004673,0,0,4,0.355556,224,0.479289
Sansa-Stark,Sansa Stark,Stark,75,1547,6,0.433007,0.487044,15367.604206,0.205847,0.205847,0.010185,0,10,16,0.167568,465,0.808894
Sarella-Sand,Sarella Sand,Other,1,3,8,0.216268,0.224373,0,0.000181,0.000181,0.000347,0,15,1,0,0,0.000926
Satin,Satin,Other,13,101,6,0.311887,0.338407,928.233201,0.009982,0.009982,0.002135,0,11,6,0.333333,26,0.047688
Sawane-Botley,Sawane Botley,Other,1,3,8,0.238524,0.248414,0,0.000236,0.000236,0.000395,0,7,7,0,0,0.001348
Scar,Scar,Other,2,12,7,0.322908,0.340641,0,0.009164,0.009164,0.00049,0,10,2,1,1,0.036527
Scolera,Scolera,Other,3,27,7,0.312869,0.330683,0,0.008899,0.008899,0.000667,0,3,12,1,3,0.034739
Selwyn-Tarth,Selwyn Tarth,Other,1,4,7,0.277778,0.292989,0,0.00407,0.00407,0.000322,0,9,17,0,0,0.015894
Selyse-Florent,Selyse Florent,Other,19,207,6,0.34223,0.374004,1789.747494,0.028009,0.028009,0.003075,0,2,8,0.25731,44,0.118645
Senelle,Senelle,Other,2,12,7,0.313239,0.330892,0,0.011466,0.011466,0.000419,0,10,12,1,1,0.044451
Shadd,Shadd,Other,1,3,7,0.238739,0.247502,0,0.000516,0.000516,0.00036,0,1,3,0,0,0.002157
Shadrich,Shadrich,Other,2,7,7,0.311765,0.329781,41.868564,0.008078,0.008078,0.00054,0,9,17,0,0,0.031656
Shae,Shae,Other,13,147,6,0.350838,0.377589,260.727113,0.049232,0.049232,0.001924,0,10,2,0.435897,34,0.193346
Shagga,Shagga,Other,7,70,7,0.32542,0.346259,1596.275015,0.016244,0.016244,0.001617,0,10,2,0.238095,5,0.064036
Shagwell,Shagwell,Other,6,34,7,0.315601,0.337245,63.05424,0.013528,0.013528,0.001065,0,9,17,0.466667,7,0.053226
Sharna,Sharna,Other,4,15,8,0.247125,0.260972,0.5,0.002409,0.002409,0.000738,0,0,0,0.833333,5,0.010105
Shireen-Baratheon,Shireen Baratheon,Baratheon,13,68,6,0.341935,0.37086,1028.679412,0.029085,0.029085,0.00213,0,2,8,0.384615,30,0.119738
Shitmouth,Shitmouth,Other,1,3,7,0.311398,0.328733,0,0.007921,0.007921,0.000319,0,9,11,0,0,0.030959
Shortear,Shortear,Other,1,3,8,0.216268,0.222895,0,0.000136,0.000136,0.000498,0,10,10,0,0,0.000586
Shrouded-Lord,Shrouded Lord,Other,1,4,7,0.322777,0.340012,0,0.008803,0.008803,0.000316,0,10,2,0,0,0.034984
Sigfryd-Harlaw,Sigfryd Harlaw,Other,2,7,8,0.21217,0.220409,0,0.000072,0.000072,0.000639,0,7,7,1,1,0.00075
Sigorn,Sigorn,Other,4,17,6,0.326891,0.350377,17.12209,0.01312,0.01312,0.000769,0,11,6,0.833333,5,0.055953
Simon-Toyne,Simon Toyne,Other,1,3,9,0.178571,0.183082,0,0.000007,0.000007,0.00056,0,5,14,0,0,0.000124
Skahaz-mo-Kandaq,Skahaz mo Kandaq,Other,12,135,7,0.291209,0.316301,18.757459,0.008564,0.008564,0.001856,0,6,14,0.575758,38,0.041153
Skinner,Skinner,Other,5,25,7,0.298872,0.317517,794,0.005656,0.005656,0.001181,0,1,7,0.6,6,0.024312
Small-Paul,Small Paul,Other,6,44,6,0.283422,0.302516,3.759001,0.004714,0.004714,0.001029,0,11,6,0.6,9,0.023363
Smiling-Knight,Smiling Knight,Other,2,7,8,0.217332,0.225231,794,0.000189,0.000189,0.000874,0,5,14,0,0,0.00093
Softfoot,Softfoot,Other,1,3,7,0.239602,0.249464,0,0.000302,0.000302,0.000357,0,11,6,0,0,0.001589
Soren-Shieldbreaker,Soren Shieldbreaker,Other,1,3,6,0.308259,0.327966,0,0.005045,0.005045,0.00033,0,11,6,0,0,0.022418
Sour-Alyn,Sour Alyn,Other,6,34,7,0.298985,0.318146,4.45,0.005969,0.005969,0.001261,0,1,7,0.666667,10,0.02577
Spare-Boot,Spare Boot,Other,6,23,6,0.309098,0.33153,0.4,0.006753,0.006753,0.001034,0,11,6,0.866667,13,0.031527
Spotted-Cat,Spotted Cat,Other,6,26,7,0.278264,0.298985,1059.272147,0.002757,0.002757,0.001341,0,6,14,0.4,6,0.013995
Squint,Squint,Other,3,9,7,0.298311,0.315882,2.333333,0.003861,0.003861,0.000805,0,1,7,0.666667,2,0.016685
Squirrel,Squirrel,Other,4,20,6,0.308498,0.327568,2.901679,0.006997,0.006997,0.00076,0,1,7,0.833333,5,0.030088
Stafford-Lannister,Stafford Lannister,Lannister,4,14,6,0.331388,0.354549,15.419445,0.024424,0.024424,0.000704,0,1,13,0.833333,5,0.097119
Stannis-Baratheon,Stannis Baratheon,Baratheon,89,1375,5,0.444631,0.500063,34761.694915,0.182076,0.182076,0.01365,0,2,8,0.106997,419,0.733959
Steelskin,Steelskin,Other,3,9,7,0.280028,0.295693,0,0.003931,0.003931,0.000631,0,6,14,1,3,0.016833
Steffon-Baratheon,Steffon Baratheon,Baratheon,2,6,6,0.314727,0.331363,0,0.01094,0.01094,0.000443,0,2,8,1,1,0.043674
Steffon-Varner,Steffon Varner,Other,1,3,8,0.193619,0.198315,0,0.000015,0.000015,0.000553,0,10,8,0,0,0.000154
Stevron-Frey,Stevron Frey,Frey,5,19,6,0.313981,0.33369,0.833333,0.015711,0.015711,0.000856,0,1,3,0.8,8,0.062668
Stiv,Stiv,Other,2,7,6,0.311276,0.328742,0,0.010348,0.010348,0.000448,0,1,13,1,1,0.041755
Stonesnake,Stonesnake,Other,4,26,6,0.308858,0.330273,0.666667,0.006129,0.006129,0.000808,0,11,6,0.833333,5,0.0282
Stygg,Stygg,Other,3,10,7,0.297976,0.315358,1.333333,0.003858,0.003858,0.000777,0,1,7,0.666667,2,0.016592
Styr,Styr,Other,8,99,6,0.310547,0.334214,6.700794,0.008814,0.008814,0.001394,0,11,6,0.714286,20,0.041293
Sweets,Sweets,Other,3,17,7,0.323039,0.34127,0,0.009646,0.009646,0.000643,0,10,2,1,3,0.038705
Sybell-Spicer,Sybell Spicer,Other,6,19,6,0.330012,0.353438,745.451874,0.016993,0.016993,0.001184,0,2,8,0.333333,5,0.068117
Sybelle-Glover,Sybelle Glover,Other,2,6,7,0.260827,0.272737,5.720844,0.00095,0.00095,0.000586,0,1,7,0,0,0.004568
Sylva-Santagar,Sylva Santagar,Other,5,33,7,0.277972,0.29345,12.950687,0.003541,0.003541,0.000942,0,15,1,0.9,9,0.014848
Symon-Silver-Tongue,Symon Silver Tongue,Other,3,13,7,0.323171,0.341479,0,0.011269,0.011269,0.000572,0,10,2,1,3,0.044623
Symon-Stripeback,Symon Stripeback,Other,2,8,7,0.277293,0.295211,0,0.002286,0.002286,0.000592,0,6,14,1,1,0.01085
Symond-Templeton,Symond Templeton,Other,5,23,7,0.287627,0.305421,11.927922,0.006467,0.006467,0.000932,0,10,10,0.7,7,0.025562
Syrio-Forel,Syrio Forel,Other,4,43,7,0.324357,0.343597,3.137364,0.017463,0.017463,0.000688,0,0,0,0.5,3,0.069208
Taena-of-Myr,Taena of Myr,Other,12,105,6,0.347313,0.374256,155.302011,0.044602,0.044602,0.001645,0,10,12,0.515152,34,0.174579
Talbert-Serry,Talbert Serry,Other,1,10,8,0.250315,0.262311,0,0.000329,0.000329,0.00041,0,7,7,0,0,0.001965
Talea,Talea,Other,2,8,7,0.301593,0.319404,0,0.006267,0.006267,0.000549,0,0,0,1,1,0.025124
Tallad,Tallad,Other,6,19,7,0.313857,0.333618,266.585912,0.012855,0.012855,0.001034,0,10,12,0.466667,7,0.05009
Tanda-Stokeworth,Tanda Stokeworth,Other,7,48,7,0.332775,0.356951,7.279956,0.031013,0.031013,0.001025,0,10,2,0.761905,16,0.121063
Tansy,Tansy,Other,6,25,7,0.306595,0.327287,60.116887,0.014184,0.014184,0.000949,0,1,0,0.466667,7,0.056137
Tarber,Tarber,Other,1,3,8,0.203325,0.20922,0,0.000049,0.000049,0.000542,0,0,0,0,0,0.000303
Tattered-Prince,Tattered Prince,Other,8,45,7,0.280226,0.302612,1854.933831,0.003177,0.003177,0.001789,0,6,14,0.428571,12,0.016314
Ternesio-Terys,Ternesio Terys,Other,2,8,7,0.301593,0.319404,0,0.00626,0.00626,0.000564,0,0,0,1,1,0.025081
Terrance-Lynderly,Terrance Lynderly,Other,3,12,8,0.254563,0.267953,794,0.001515,0.001515,0.000979,0,10,10,0.333333,1,0.0062
Theobald,Theobald,Other,1,7,7,0.260827,0.277394,0,0.001558,0.001558,0.000323,0,11,6,0,0,0.007581
Theomore,Theomore,Other,2,6,6,0.311033,0.328449,0,0.007737,0.007737,0.000464,0,2,8,1,1,0.031581
Theon-Greyjoy,Theon Greyjoy,Greyjoy,66,782,6,0.423323,0.474654,35122.684453,0.102474,0.102474,0.01204,0,1,7,0.095105,204,0.420924
Thistle,Thistle,Other,1,7,7,0.236889,0.246634,0,0.000251,0.000251,0.000431,0,11,6,0,0,0.001315
Thoren-Smallwood,Thoren Smallwood,Other,9,56,6,0.314229,0.338658,808.213827,0.010124,0.010124,0.001693,0,11,6,0.416667,15,0.047067
Thoros-of-Myr,Thoros of Myr,Other,9,117,6,0.34018,0.363564,158.661733,0.03045,0.03045,0.001373,0,0,0,0.638889,23,0.120211
Tickler,Tickler,Other,12,143,7,0.333194,0.358691,0,0.046201,0.046201,0.001516,0,0,5,1,66,0.178472
Timeon,Timeon,Other,4,22,7,0.289934,0.308964,9.027312,0.00905,0.00905,0.000745,0,9,17,0.666667,4,0.035203
Timett,Timett,Other,4,29,7,0.323961,0.343052,1.295455,0.016513,0.016513,0.000746,0,10,2,0.833333,5,0.064997
Timoth,Timoth,Other,1,3,8,0.228055,0.238573,0,0.00043,0.00043,0.000351,0,15,1,0,0,0.002032
Tion-Frey,Tion Frey,Frey,1,6,7,0.236678,0.24442,0,0.00031,0.00031,0.0004,0,19,17,0,0,0.001296
Tobho-Mott,Tobho Mott,Other,1,7,7,0.313239,0.327287,0,0.006707,0.006707,0.00032,0,10,18,0,0,0.026539
Todder,Todder,Other,4,41,6,0.308858,0.330273,0,0.006445,0.006445,0.000721,0,11,6,1,6,0.029964
Tom-Barleycorn,Tom Barleycorn,Other,1,4,6,0.308259,0.327966,0,0.005045,0.005045,0.00033,0,11,6,0,0,0.022418
Tom-of-Sevenstreams,Tom of Sevenstreams,Other,9,85,7,0.305652,0.328314,135.300449,0.012734,0.012734,0.001424,0,0,0,0.555556,20,0.051295
Tomard,Tomard,Other,7,42,7,0.333473,0.356825,46.171612,0.029322,0.029322,0.001116,0,10,18,0.619048,13,0.115398
Tommen-Baratheon,Tommen Baratheon,Baratheon,33,539,6,0.384615,0.424444,1973.003163,0.117162,0.117162,0.004306,0,10,12,0.327652,173,0.459055
Torbert,Torbert,Other,1,4,8,0.238381,0.246213,0,0.000289,0.000289,0.000498,0,17,12,0,0,0.001175
Toregg,Toregg,Other,3,18,6,0.308738,0.329644,0,0.005655,0.005655,0.000653,0,11,6,1,3,0.025759
Torghen-Flint,Torghen Flint,Other,1,3,7,0.235835,0.244927,0,0.000177,0.000177,0.000515,0,11,6,0,0,0.000907
Torgon-Greyiron,Torgon Greyiron,Other,1,3,7,0.260314,0.271165,0,0.000805,0.000805,0.000367,0,7,7,0,0,0.003745
